rxcui,final_codes,fix_action,confidence,evidence
313504,R06AC04,KEEP_CURRENT,HIGH,"Tripelennamine oral tablet (swallowed, systemic antihistamine); D04AA04 is tripelennamine's topical-antipruritic code, wrong route for a swallowed tablet."
1535468,L01ED02,KEEP_CURRENT,HIGH,Ceritinib (Zykadia): WHO confirms L01ED02='ceritinib' under L01ED (ALK inhibitors) is the current live WHO code; L01XE28 does not exist in the current WHO ATC/DDD index (superseded/retired code).
259132,C10AA,KEEP_CURRENT,HIGH,"Red yeast rice capsule: ATCPROD confirms class C10AA (lipid-modifying, statins) with no stronger contrary signal; production's C01EB09 is an unrelated cardiac-preparations code, wrong substance."
705170,R01BA03,KEEP_CURRENT,HIGH,"Phenylephrine Oral Film (Sudafed PE) is a swallowed systemic decongestant; R01BA03 is the correct oral/systemic phenylephrine code. production's R01AA04/S01FB01/S01XA20 are nasal-topical/ophthalmic codes, wrong route for an oral film."
315147,A14AA03,KEEP_CURRENT,HIGH,"Methandrostenolone (methandienone) Oral Tablet: A14AA03 is the systemic anabolic-steroid code; D11AE01 is a topical/dermatological androgen code, wrong route for an oral tablet."
544241,A07AA02,KEEP_CURRENT,HIGH,"Nystatin Delayed Release Oral Tablet (Mycostatin): A07AA02 is nystatin's intestinal (systemic-acting-in-gut) antiinfective code, correct for a swallowed GI antifungal tablet; A01AB11 (dental/oral local) and D01AA01 (dermatological topical) are wrong route."
308122,J04AA01,KEEP_CURRENT,HIGH,"Aminosalicylic acid (base acid, not a salt) Oral Tablet: WHO confirms J04AA01='4-aminosalicylic acid' matches the base-acid product; J04AA02='sodium aminosalicylate' is a different salt form, doesn't match this product's ingredient."
1094070,R06AA02,KEEP_CURRENT,HIGH,"Diphenhydramine Oral Capsule: R06AA02 is the systemic oral antihistamine code; D04AA32 is diphenhydramine's topical-antipruritic code, wrong route for a swallowed capsule."
636767,V06DD,KEEP_CURRENT,HIGH,Arginine Oral Capsule: ATCPROD confirms class V06DD (amino acids/general nutrients) with no contrary evidence; production's A05BA01 (ursodeoxycholic acid) is a wrong-substance mismatch.
312509,A12BA01,KEEP_CURRENT,HIGH,"Potassium chloride Delayed Release Oral Tablet: A12BA01 is the oral potassium-supplement code; B05XA01 is the IV/electrolyte-solution code (route-matrix B05X excluded for oral), wrong route for a solid oral tablet."
