rxcui,final_codes,fix_action,confidence,evidence
1650201,G03AA05,KEEP_CURRENT,HIGH,Monophasic norethisterone+EE contraceptive pack; dedicated combo G03AA05; iron-supplement days don't add a code; production's B03AA02/G03CA01/G03DC02 are monotherapy pollutants
1544187,D08AG02,OTHER,HIGH,Povidone-iodine Topical Solution (general antiseptic use) = D08AG02 only; D09AA09/D11AC06/G01AX11 are dose-form/route specific (dressing/shampoo/vaginal) and don't apply to this Topical Solution
1427301,G03AA05,KEEP_CURRENT,HIGH,"Triphasic norethisterone/EE pack without an estrogen-only phase -> still fixed-combination G03AA05 (not sequential G03AB); G03FA01 in production is the HRT-context code, doesn't apply to a contraceptive"
1740002,S02AA15,OTHER,MED,"Ciprofloxacin Otic Suspension (otic-only, Otiprio) = otic-specific monotherapy S02AA15; drop broader combined-route S03AA07 (redundant) and systemic J01MA02 (wrong route)"
1867921,N01BB51,OTHER,HIGH,"Bupivacaine+epinephrine has dedicated WHO combo code N01BB51 ('bupivacaine, combinations'); supersedes the messy union of epinephrine's 4 separate-indication codes (dental/hemostatic/cardiac/bronchodilator) + bupivacaine monotherapy"
1251608,R02AA06|R02AD01,KEEP_CURRENT,MED,Route-aware filter (route=buccal) confirms current_final is already route-clean; no cross-route pollution or dedicated-combo issue detected
1292872,C05AD01|D04AB01,OTHER,HIGH,Lidocaine Topical Gel/Spray = established dataset pair C05AD01(anorectal)+D04AB01(topical/antipruritic); strip injectable N01BB02 cross-route pollution
1314499,A02AF02,OTHER,HIGH,Calcium carbonate (ordinary-salt antacid)+simethicone dedicated combo = A02AF02 ('ordinary salt combinations and antiflatulents')
1545801,D03BA01,KEEP_CURRENT,MED,Route-aware filter (route=topical) confirms current_final is already route-clean; no cross-route pollution or dedicated-combo issue detected
1605123,C05AD01|D04AB01|M02AB01,OTHER,HIGH,"Capsaicin+chondroitin+glucosamine+lidocaine patch; strip C01BB01 (lidocaine cardiac-antiarrhythmic code, wrong context); chondroitin/glucosamine have no WHO topical code; keep lidocaine(C05AD01|D04AB01)+capsaicin(M02AB01)"
1792386,S02AA15|S02BA08,OTHER,HIGH,"Ciprofloxacin+fluocinolone acetonide otic combo has no dedicated WHO combo code (neither S02CA nor S03CA has a fluocinolone-acetonide entry); both ingredients have otic-specific monotherapy codes (S02AA15, S02BA08); current 'S02CA' is an invalid truncated L4 placeholder"
