rxcui,final_codes,fix_action,confidence,evidence
656680,M01AE01,OTHER,LOW,"Retired/unresolvable RxCUI; 'pseudoisocytidine' is not a real ingredient; ibuprofen's oral NSAID code is the only defensible one (stripped IV/PDA C01EB16, vaginal G02CC01, throat-lozenge R02AX02 pollution)"
705919,G03EA01,KEEP_CURRENT,HIGH,Dedicated WHO combo code methyltestosterone+estrogen (Covaryx)
759761,R03AA01,KEEP_CURRENT,HIGH,Epinephrine inhaler = inhaled bronchodilator route; production's C01CA24/S01EA01 are cardiac/ophthalmic wrong-route
748867,G03AB03,OTHER,HIGH,"WHO snapshot: G03AB03='levonorgestrel and ethinylestradiol' = sequential-preparations code; Triphasil is the classic triphasic sequential OC, not a fixed-dose combo"
308418,B01AC06|N02BA01,OTHER,HIGH,WHO A01AD='Other agents for local oral treatment' (dental/stomatological) does not apply to a systemic oral tablet; aspirin's systemic codes are B01AC06 (antiplatelet)+N02BA01 (analgesic); dropped -51 combo-suffix (monotherapy product)
1088854,R01BA03|R06AA02,OTHER,HIGH,"Oral phenylephrine=R01BA03 (per ATCPROD sibling), diphenhydramine=R06AA02; current_final dropped phenylephrine entirely"
205173,D11AC30,OTHER,HIGH,WHO D02AF guideline text: 'Medicated shampoos containing salicylic acid are classified in D11AC30 - others'
899127,R01BA03|R05DA03|R06AC01,KEEP_CURRENT,HIGH,"Per-ingredient oral codes correct: phenylephrine, hydrocodone(antitussive), pyrilamine(mepyramine)"
966550,R03BA01,KEEP_CURRENT,HIGH,Beclomethasone MDI = inhaled corticosteroid route; production's topical/nasal codes are wrong-route
1088805,A11JB,OTHER,MED,Calcium+folate+B6+B12 prenatal-type combo; use generic 'vitamins with minerals' bucket for consistency with sibling multivitamin-mineral rows (Macuvite/PreserVision) rather than an arbitrary ingredient split
2055291,D02AF,OTHER,MED,"Plain salicylic acid shampoo, no brand indicating antifungal/wart use; WHO D02AF is catch-all, but WHO explicitly assigns shampoo to D11AC30 instead"
993804,G03AA12,KEEP_CURRENT,HIGH,Dedicated fixed-combo code drospirenone+ethinylestradiol (Gianvi)
317152,D02AF,KEEP_CURRENT,HIGH,"Generic salicylic acid topical cream, WHO catch-all leaf code (not shampoo/antifungal/liniment)"
756337,A12BA01,KEEP_CURRENT,HIGH,"Potassium chloride oral solution; B05XA01 is IV-additive concentrate, wrong route for oral"
750184,S01AA03|S01AA18|S01AA32,OTHER,HIGH,"Neomycin+polymyxin B+bacitracin ophthalmic ointment: keep S01 (ophthalmic) codes only, strip duplicate S03 (otic) codes - product is Ophthalmic Ointment only"
864681,P01BB51,KEEP_CURRENT,HIGH,Dedicated WHO combo code atovaquone+proguanil; ATCPROD gave only proguanil monotherapy which under-represents the combo
900470,B01AC06|N02BA01,KEEP_CURRENT,HIGH,Aspirin oral powder already correctly excludes dental A01AD05 and -51 combo suffix
756260,A03CB02,OTHER,HIGH,WHO A03CB02='belladonna total alkaloids and psycholeptics'; phenobarbital (barbiturate/psycholeptic) + belladonna alkaloids is the exact WHO-named combo (Donnatal-type)
753477,G03AA05,OTHER,HIGH,Ovcon 50 is a monophasic fixed-dose OC; WHO G03AA05='norethisterone and ethinylestradiol' fixed-combo code; dropped oncology-context L02AA03 and split ingredient codes
763597,A11JA,KEEP_CURRENT,HIGH,"Folic acid+B12 combo; generic vitamin-combination bucket, matches sibling rows"
763103,J07BF03,KEEP_CURRENT,HIGH,"Trivalent inactivated polio vaccine, specific dedicated code; production's DTP-combo code is wrong product"
92584,D07AC13,OTHER,MED,"Mometasone topical ointment; D07XC03 is a different/duplicate bucket, D07AC13 is the direct potent-corticosteroid substance code"
308487,S01AA03|S01AA18|S01AA32|S01CB03,OTHER,HIGH,4-ingredient ophthalmic antibiotic+corticosteroid combo; S01CB03='hydrocortisone and antiinfectives' ophthalmic combo code supersedes plain S01BA02; stripped otic S03 duplicates
308491,S01AA03|S01AA18|S01AA32|S01CB03,OTHER,HIGH,Same combo as sibling 308487 at different concentration
309406,N01BC01|R02AD03,KEEP_CURRENT,MED,Cocaine disintegrating tablet for topical mucosal/nasal procedural anesthesia; both general-anesthetic and throat-specific codes plausible
311191,C01DA08,OTHER,HIGH,Isosorbide dinitrate chewable tablet = oral antianginal only; C05AE02 (anorectal use) is wrong-route pollution
207053,A14AB01,KEEP_CURRENT,HIGH,Nandrolone injectable; production's S01XA11 (ophthalmic) is spurious
998499,D01AC02,KEEP_CURRENT,HIGH,Miconazole topical antifungal cream; production's oral/vaginal codes are wrong-route
351177,M09AX01,OTHER,MED,Generic 'Injectable Solution' hyaluronic acid concept more plausibly represents intra-articular joint injection (M09AX01) than an ophthalmic viscosurgical device (S01KA01)
978030,D11AX22,KEEP_CURRENT,HIGH,"Topical ivermectin (rosacea) = dermatological route; P02CF01 is the oral/systemic antiparasitic code, wrong route"
795107,B02BD02,OTHER,HIGH,"Generic factor VIII; B02BD14 is the specific recombinant porcine product (susoctocog alfa), a different substance"
310905,A01AA04|A01AA01,OTHER,MED,"Dental fluoride treatment oral solution; dropped duplicate A12CD01 (systemic dietary-supplement code, wrong indication for a topical dental rinse)"
1997444,D08AX08,KEEP_CURRENT,HIGH,Plain ethanol topical antiseptic solution; production's V03 codes are antidote/different-use context
644794,A11JA,KEEP_CURRENT,HIGH,Folic acid+B12+B6 combo; generic vitamin-combination bucket
656862,D03BA01,KEEP_CURRENT,MED,Castor oil+balsam+trypsin wound-healing ointment; trypsin's cicatrizant code is the most specific available
748798,G03AA12,KEEP_CURRENT,HIGH,Same Gianvi-type drospirenone+ethinylestradiol combo as sibling BPCK
686389,J01EB05|J01FA01,KEEP_CURRENT,HIGH,No dedicated combo code; sulfafurazole+erythromycin per-ingredient split is correct
308589,A03CB02,OTHER,HIGH,Same belladonna+phenobarbital combo as sibling 756260
310862,D07AA02,OTHER,LOW,Hydrocortisone topical cream = D07AA02 (plain); iodoquinol's correct WHO topical code is unresolved (production's G01AC01 is vaginal/wrong-route) so it is dropped rather than guessed
