rxcui,final_codes,fix_action,confidence,evidence
1293877,D04AB07,OTHER,MED,"Pramoxine(pramocaine)=D04AB07 per WHO D04AB index (topical, non-rectal Topical Cream); dimethicone has no WHO code for skin-protectant use (P03AX05 is anti-lice, wrong indication)."
1294587,L01FX02,KEEP_CURRENT,HIGH,"WHO reclassified gemtuzumab ozogamicin to L01FX02 (antibody-drug conjugate class, ATC 2020+ revision); L01XC05 is the deprecated pre-2020 code RxNav ATCPROD still surfaces."
1310934,,OTHER,MED,"Both current codes (A06AG04 rectal enema, A06AX01 oral laxative glycerol) are for glycerol's laxative use; product is a topical bar soap -- no WHO code exists for glycerin as topical skin cleanser."
1440185,G03AA07,KEEP_CURRENT,HIGH,"WHO G03AA07 = levonorgestrel and ethinylestradiol (confirmed WHO ATC index); production's split G03AC03|G03CA01 are the two monotherapy components, wrong for a dedicated combo pack."
1486880,J01FF01,KEEP_CURRENT,HIGH,"Clindamycin oral solution = systemic use, J01FF01 (lincosamide, systemic); D10AF01 is the topical-acne code, wrong route."
1495480,C05AX04,USE_ATCPROD,HIGH,"Rectal suppository; C05AX04 (zinc preparations, hemorrhoid/anal-fissure class, confirmed WHO C05AX index) is route-correct; D02AB (general topical zinc oxide) fails the rectal-allow matrix."
153595,L01XF01,KEEP_CURRENT,HIGH,"WHO moved oral tretinoin (APL, Vesanoid) to L01XF01 (retinoids for cancer treatment) in the L01X restructuring; L01XX14 is the deprecated legacy code."
1652634,G04BC,KEEP_CURRENT,MED,"G04BC (urinary concrement solvents/citrate preparations) has no WHO L5 subdivision (confirmed terminal L4 via WHO index); production's A09AB04|A12BA02 misclassify as digestive/potassium-supplement codes, wrong indication for a urinary alkalinizer."
1495103,D01AE12,KEEP_CURRENT,LOW,"Salicylic acid's only WHO code is D01AE12; no otic-specific alternative exists, so despite the unusual otic route this remains the best available WHO mapping."
1541094,D08AE04|D08AE05,OTHER,HIGH,"Chloroxylenol=D08AE05, triclosan=D08AE04 (confirmed WHO D08AE index); D09AA06 (medicated dressings) does not apply to a liquid soap -- dropped."
670307,S01AA30,OTHER,HIGH,"Neomycin+polymyxin B ophthalmic combo, no steroid; S01AA30 'combinations of different antibiotics' is WHO's dedicated combo code (confirmed WHO S01AA index); production's A07AA01(oral)/D06AX04(topical) is wrong route."
685576,J01FF01,KEEP_CURRENT,HIGH,"Clindamycin injection = systemic use, J01FF01; D10AF01 is the topical-acne code, wrong route."
745462,J01CE09,OTHER,HIGH,Product is specifically procaine benzylpenicillin; J01CE09 = procaine benzylpenicillin (confirmed WHO J01CE index); J01CE01 (plain benzylpenicillin) does not match this salt form.
688708,S01CA03,OTHER,HIGH,"Hydrocortisone + antiinfectives (bacitracin/neomycin/polymyxin B) ophthalmic ointment; S01CA03 'hydrocortisone and antiinfectives' is WHO's dedicated combo code (confirmed WHO S01CA index), covering steroid+any-antiinfective combos."
800110,B05BA10,OTHER,MED,"Amino acid + 20% dextrose (carbohydrate) parenteral nutrition solution; B05BA10 'combinations' (confirmed WHO B05BA index) fits amino-acids-plus-carbohydrate products, vs B05BA01 (amino acids alone) used for non-dextrose amino-acid-only products elsewhere in this dataset."
