rxcui,final_codes,fix_action,confidence,evidence
348870,J01AA02,OTHER,HIGH,"Doxycycline 75mg delayed-release oral capsule is a systemic antibiotic; J01AA02 (systemic tetracycline) is correct. A01AB22 is the WHO 'Stomatological preparations' (local dental) code, wrong route for a swallowed capsule."
801405,B05BA01,KEEP_CURRENT,HIGH,PremaSol amino-acid parenteral nutrition solution; WHO B05BA01='amino acids' correct as-is.
847630,B05BB01,KEEP_CURRENT,HIGH,Calcium chloride/KCl/NaCl/sodium lactate injection (Ringer's-lactate-shape) has no carbohydrate; B05BB01 correct as-is.
848579,R01AX,KEEP_CURRENT,MED,Sodium chloride nasal spray (ENTsol). WHO R01AX (Other nasal preparations) has no specific L5 for plain saline (R01AX10 is a generic 'various' wildcard); L4 is the faithful WHO classification available.
857099,N02AJ22,KEEP_CURRENT,HIGH,Acetaminophen+hydrocodone oral solution; WHO N02AJ22 (dedicated combo code) already correct.
800790,B05BB02,OTHER,HIGH,Isolyte M contains glucose + multiple electrolytes; WHO B05BB02='electrolytes with carbohydrates' is the correct combo class (matches sibling products Isolyte P/Plasma-Lyte-Dextrose already correctly classified this way in this dataset).
210249,A12CD51,KEEP_CURRENT,HIGH,"WHO A12CD51='fluoride, combinations' is the dedicated combo L5 for calcium+fluoride (Florical); atcprod_candidate A12CD01 is fluoride monotherapy, wrong for a combo."
1094467,G04BX06|J01EB05,OTHER,HIGH,"Phenazopyridine+sulfisoxazole oral tablet (Azo Gantrisin, urinary-antiseptic+analgesic combo); no dedicated WHO combo L5; minimal per-ingredient set G04BX06 (phenazopyridine) + J01EB05 (sulfisoxazole, systemic oral use, not the vaginal-cream code)."
1095687,R06AA02,KEEP_CURRENT,HIGH,Diphenhydramine oral solution (Hydramine); R06AA02 already correct.
1098175,D08AX08,KEEP_CURRENT,HIGH,"Ethanol-based topical antiseptic (soap/gel/foam/solution); D08AX08 already correct, dropping systemic-antidote (V03AB16/V03AZ01) context codes."
1099033,D03AX03|D11AX12,OTHER,MED,Biotin+dexpanthenol+niacinamide+zinc pyrithione topical solution; only dexpanthenol (D03AX03) and zinc pyrithione (D11AX12) have fitting topical WHO codes; biotin and niacinamide have none in this topical/scalp context.
1110802,A02AH,KEEP_CURRENT,HIGH,Sodium bicarbonate oral solution (antacid use); same reasoning as RxCUI 198861 - A02AH is genuinely L4-terminal.
857595,R01BA03|R05DA03|R06AB01,KEEP_CURRENT,HIGH,Brompheniramine+hydrocodone+phenylephrine oral solution; per-ingredient set already correct (no dedicated combo L5 exists).
1116094,R03CA02|R05CA02,OTHER,HIGH,"Ephedrine+potassium iodide oral solution (KIE, expectorant/bronchodilator combo); R03CA02 (systemic ephedrine bronchodilator) + R05CA02 (potassium iodide expectorant) correct; dropping cardiac (C01CA26) and antidote (V03AB21) context codes."
1189668,B05BB02,KEEP_CURRENT,HIGH,Plasma-Lyte 56 in 5% Dextrose injectable solution contains a carbohydrate; B05BB02 already correct.
860430,R01BA03|R05CA03|R05DA03,KEEP_CURRENT,HIGH,Guaifenesin+hydrocodone+phenylephrine oral solution (Mintuss G); already correct.
1011746,R02AD02,KEEP_CURRENT,HIGH,Lidocaine mucosal spray (Lidodan); R02AD02 already correct.
1012208,H02AB06,OTHER,HIGH,"Prednisolone oral solution (AsmalPred Plus), systemic use; H02AB06 correct."
1014379,D07AC01,OTHER,HIGH,"Clobeta Plus pack (clobetasol topical cream + coal tar topical solution); clobetasol D07AC01 (topical potent corticosteroid) correct, dropping the ophthalmic-context duplicate S01BA17; coal tar has no confirmed WHO code here."
1037074,R01BA01|R06AB05|R06AC01,KEEP_CURRENT,HIGH,Histine D (pheniramine+phenylpropanolamine+phenyltoloxamine+pyrilamine extended-release oral capsule); already correct set for the 3 ingredients with WHO codes (phenyltoloxamine has none).
1038768,D08AJ01|D08AJ08,OTHER,HIGH,"Benzalkonium+benzethonium medicated pad (Scrubs) - both are quaternary-ammonium topical antiseptics (D08AJ01, D08AJ08); D09AA11 (medicated dressings chapter, for gauze/bandage products) doesn't fit a wipe/pad antiseptic product."
1043014,D11AX12,OTHER,HIGH,"Zinc pyrithione medicated shampoo; WHO D11AX12='pyrithione zinc' is the specific dedicated code, not the generic D11AC (Medicated shampoos) L4 class which doesn't list zinc pyrithione among its own children."
2184168,R01BA03|R05DB05|R06AB04,KEEP_CURRENT,HIGH,Carbetapentane+chlorpheniramine+phenylephrine tannate extended-release oral tablet; already correct.
244661,D08AJ08,KEEP_CURRENT,HIGH,"Methylbenzethonium topical cream; WHO D08AJ08 (benzethonium chloride family) already correct, dropping the throat-context duplicate R02AA09."
1010740,R02AD02,OTHER,MED,"Lidocaine 'Mucous Membrane Topical Solution' (Xylocaine Viscous) is used for oral/pharyngeal anesthesia; WHO R02AD02 (throat preparations, local anesthetics) fits best; C05AD01 (hemorrhoid) is wrong context."
1044196,J01CA01,KEEP_CURRENT,HIGH,Ampicillin injectable suspension (Polyflex); J01CA01 already correct.
1050624,D08AX08,KEEP_CURRENT,HIGH,"Ethanol-based topical antiseptic (soap/gel/foam/solution); D08AX08 already correct, dropping systemic-antidote (V03AB16/V03AZ01) context codes."
104873,A04AD01,OTHER,MED,"Scopolamine transdermal patch (motion-sickness antiemetic use); WHO A04AD01 correct, dropping the ophthalmic mydriatic code S01FA02 and the N05CM05 duplicate."
311426,A06AA51,OTHER,MED,"Magnesium hydroxide+mineral oil oral suspension (dual-active laxative combo, Haley's M-O-shape); WHO A06AA51 ('liquid paraffin, combinations') is more precise than plain A06AA01 given genuine two-active laxative combination."
312217,A03AD01,OTHER,HIGH,"Papaverine 200mg oral capsule. WHO explicitly states (A03AD guideline text): 'Papaverine used for treatment of erectile dysfunction, see G04BE' and A03AD01's DDD table lists Adm.R=O(oral)/P(parenteral). An oral capsule at this dose is the GI/vascular antispasmodic use, not the ED-injection use (G04BE02)."
2001516,D11AX12,KEEP_CURRENT,HIGH,Biotin+zinc pyrithione medicated bar soap; current_final already correctly uses D11AX12 alone (biotin has no topical WHO code).
