rxcui,final_codes,fix_action,confidence,evidence
642355,A02AA04|A02AC01,OTHER,MED,"Rolaids (CaCO3+Mg(OH)2, no aluminum): A02AD01 is aluminium-hydroxide+magnesium (confirmed via sibling row 210847/243463 Al(OH)3+Mg(OH)2 products), doesn't fit; no dedicated combo L5 for CaCO3+Mg(OH)2 confirmed, so minimal set = magnesium hydroxide antacid (A02AA04, live ATC-confirmed) + calcium carbonate antacid (A02AC01, matches branding/antacid context); A12AA04 supplement code dropped as wrong context for a branded antacid tablet."
644290,D04AB01|D04AB06,OTHER,HIGH,Synera (lidocaine+tetracaine patch): live RxClass classMembers for D04AB confirms D04AB01=lidocaine and D04AB06=tetracaine as separate monotherapy entries with no MIN/combo member for this pair — no dedicated combo L5 exists. atcprod_candidate D04AB06 alone wrongly drops lidocaine; current_final D04AB01 alone wrongly drops tetracaine. Minimal correct per-ingredient set = both.
800415,B05BA01,KEEP_CURRENT,HIGH,"Clinimix 4.25/25 (amino-acid parenteral-nutrition solution): ATCPROD directly confirms class B05BA ('Solutions for parenteral nutrition'); B05CX03/B05XB03/N06AX02/V03AB26 are ingredient-level pollution from methionine's other unrelated uses (irrigation, antidepressant adjunct, antidote)."
1987017,M02AC,KEEP_CURRENT,MED,"Capsaicin+lidocaine+trolamine salicylate topical solution: ATCPROD directly confirms class M02AC ('preparations with salicylic acid derivatives'), L4 only, no L5 reachable; D04AB01/N01BB02/N01BX04 are individual-ingredient route-pollution codes for lidocaine/capsaicin in other contexts."
745479,J01CE01,OTHER,HIGH,"Penicillin G POTASSIUM oral tablet: live RxClass classMembers for J01CE confirms J01CE01=benzylpenicillin (base substance, potassium is just a solubilizing counter-ion), J01CE08=benzathine benzylpenicillin (different salt/depot form), J01CE09=procaine benzylpenicillin (different salt/depot form). Only J01CE01 matches this product's actual salt; J01CE08/09 are wrong-salt pollution."
308660,C05AD03|D04AB04,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
308904,A02AC01|A07BC01,OTHER,MED,"Calcium carbonate + pectin: antacid-adjacent GI combo, no dedicated WHO combo L5 found; CaCO3 antacid context (A02AC01) + pectin (A07BC01, confirmed in both current/production)."
1989869,D01AE12,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
206406,S01AA04|S01BA02|S01CB03,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
313061,D02AE01,OTHER,MED,"Sodium lactate + urea topical lotion: ATCPROD gives only L4 D02AX; urea's specific L5 D02AE01 ('carbamide products', confirmed via live RxNav class-name data) is more specific and available. Sodium lactate's own code not confirmed; partial coverage."
753367,G03AA09,OTHER,HIGH,Desogen (desogestrel+ethinyl estradiol): confirmed via live RxClass classMembers for G03AA — 'desogestrel/ethinyl estradiol -> G03AA09 desogestrel and ethinylestradiol'. Matches production's own candidate; current_final's scattered G03AC09|G03CA01|L02AA03 replaced.
308272,S02DA03,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
310667,C02CC02,KEEP_CURRENT,HIGH,"Guanethidine oral tablet: C02CC02 is the correct systemic antihypertensive code; S01EX01 is guanethidine's ophthalmic (glaucoma/exophthalmos) use, wrong route."
311250,D01AE12,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
199194,C05AD03|D04AB04|D08AH03,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
826860,A11EX,KEEP_CURRENT,HIGH,"Dialyvite 800 (9-component B-complex/vitamin blend): ATCPROD directly confirms class A11EX ('Vitamin B-complex, other combinations'); this arbitrary multi-vitamin blend has no dedicated L5, and unioning every individual vitamin's own monotherapy L5 (as the mechanical route/L4 filter would) is a worse answer than the ATCPROD-confirmed L4 itself."
892160,N02BA01,OTHER,MED,"Aspirin 3900mg oral tablet: far above any antiplatelet dosing convention, clearly analgesic/anti-inflammatory use; drop B01AC06 (antiplatelet) and A01AD05 (local oral/dental use, doesn't fit a swallowed tablet)."
902644,J01AA07,OTHER,HIGH,"Ornacycline (tetracycline HCl oral solution, systemic antibiotic liquid): J01AA07 systemic tetracycline code; A01AB13 (dental/local-oral) and S03AA02 (oto-ophthalmic) don't fit a swallowed antibiotic solution."
308843,A11CC05|A12AA04|B03AA02,OTHER,MED,"CaCO3+cholecalciferol+ferrous fumarate = supplement combo (not antacid); calcium carbonate takes supplement code A12AA04 (drop A02AC01 antacid context), cholecalciferol A11CC05, ferrous fumarate B03AA02 (both already confirmed in current/production). No dedicated 3-way combo L5."
617430,J01CR02|J01CA04,OTHER,MED,Route/L4-consistency filter narrowed current_final (J01CR02) to the route-appropriate subset (J01CR02|J01CA04); dropped codes failed the anatomical route matrix or had no live RxClass class membership for this product.
706946,A02AC01|A03AX13,OTHER,MED,"CaCO3+simethicone antacid-antiflatulent combo: calcium carbonate antacid context (A02AC01) + simethicone (A03AX13, confirmed in production). No dedicated WHO combo L5 confirmed for this pair."
687443,D04AB01|D04AB06,OTHER,HIGH,"Same lidocaine+tetracaine topical cream, same classMembers-confirmed reasoning as 644290 (Synera patch)."
794246,J01MA14,OTHER,HIGH,"Avelox ABC pack: single-drug (moxifloxacin) repackaging, oral tablets only; S01AE07 is moxifloxacin's ophthalmic-solution code, wrong route for this oral pack. production already correctly narrowed to J01MA14."
707268,R01BA03|R05DB05|R06AB01,KEEP_CURRENT,MED,"current_final's codes are internally route-consistent per the ROUTE_ATC_MATRIX (and, where live RxClass byRxcui data was available, L4-consistent); no stronger correction signal found this session."
