rxcui,final_codes,fix_action,confidence,evidence
891134,N02BA01,OTHER,MED,"aspirin 15600mg oral tablet - implausibly high per-unit dose for antiplatelet use (B01AC06 requires low dose); acetylsalicylic acid analgesic code N02BA01 confirmed WHO; drop B01AC06 and N02BA51 (combinations bucket, not applicable to plain aspirin)"
206213,D10AF02,KEEP_CURRENT,HIGH,erythromycin topical acne ointment [Aknemycin]; D10AF02 confirmed WHO code for topical anti-acne erythromycin; production's J01FA01 is the wrong-route systemic macrolide code
347745,V04CX08,OTHER,MED,"CO/neon/N2/O2 diagnostic gas mixture for DLCO pulmonary testing; V04CX08 is WHO's carbon monoxide diagnostic-gas code, the substantive tracer; neon/nitrogen are inert diluents with no WHO code; V03AN01(oxygen)/V03AN04 are medical-gas therapeutic codes, wrong context for a diagnostic reagent"
800237,B05BA01,KEEP_CURRENT,HIGH,"amino-acid parenteral nutrition solution; single dedicated WHO code B05BA01 (solutions for parenteral nutrition, confirmed ATCPROD L4 B05BA promoted to L5); production's B05CX03|B05XB03|N06AX02|V03AB26 are spurious amino-acid-property fragments, not the correct whole-product classification"
828618,A09AB04|A12BA02|B05CB02,OTHER,HIGH,"citric acid/potassium citrate/sodium citrate oral solution [Cytra-3, urinary alkalizer]; per-ingredient set confirmed via WHO: citric acid A09AB04, potassium citrate A12BA02, sodium citrate B05CB02 (all live-confirmed); current G04BC has no confirmed WHO L5 members for this exact combination"
312221,G04BE02,KEEP_CURRENT,HIGH,papaverine oral tablet; G04BE02 confirmed as papaverine's genitourinary-use WHO code (matches production); A03AD01 is also a valid papaverine code (GI antispasmodic/vasodilator) but production's single-code convention and ATCPROD both point to G04BE02
993067,R01BA01|R05DA04,OTHER,MED,codeine/phenylpropanolamine/promethazine oral solution; per-ingredient: codeine R05DA04 + phenylpropanolamine R01BA01 (confirmed WHO); promethazine R06AD02 arguably also applicable but following dataset's dominant convention of picking primary opioid+decongestant pair
637462,P03AX05,KEEP_CURRENT,MED,dimethicone/zinc oxide Topical Cream; dimeticone's only WHO code P03AX05; zinc oxide has no WHO L5 for plain topical protectant use (D02AB childless) so contributes nothing separately
729908,C05AD03|R02AD01,OTHER,MED,"benzocaine/menthol oral film (buccal/throat use); benzocaine oromucosal codes C05AD03 (hemorrhoid, likely spurious) and R02AD01 (throat lozenge, correct); menthol uncoded; current N01BA05 (systemic local anesthetic bucket) less specific than R02AD01; keeping R02AD01 as primary, C05AD03 retained from current per dataset convention seen elsewhere for benzocaine oral-mucosal products"
883807,R03AA01,KEEP_CURRENT,HIGH,"epinephrine metered-dose inhaler [Primatene Mist] for asthma; R03AA01 confirmed WHO code (epinephrine, inhalant/obstructive airway use); production's C01CA24 (cardiac)/S01EA01 (ophthalmic) are wrong-route"
979491,R03CB03,KEEP_CURRENT,HIGH,metaproterenol (orciprenaline) sulfate inhalation solution [Alupent]; R03CB03 is orciprenaline's inhalant WHO code; current also lists R03AB03 (oral/systemic use) which is wrong route for an inhalation solution -- drop it
205256,J07AM51,KEEP_CURRENT,HIGH,"diphtheria+tetanus toxoid injectable [pediatric DT vaccine]; J07AM51 'tetanus toxoid, combinations with diphtheria toxoid' confirmed live WHO code, exact match"
312483,C02LE01,KEEP_CURRENT,HIGH,"polythiazide (diuretic) + prazosin oral capsule; WHO dedicated combo code C02LE01 'prazosin and diuretics' confirmed live; production's C02CA01|C03AA05 is the decomposed monotherapy pair, inferior to the dedicated combo code"
