rxcui,final_codes,fix_action,confidence,evidence
1235133,D04AB01,OTHER,HIGH,Topical Cream: lidocaine topical code D04AB01 only; drop rectal C05AD01 pollution; menthol has no WHO code
1190694,A03BA01,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1232711,S01GA02,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1233607,A12AX,USE_ATCPROD,HIGH,"ATCPROD confirms A12AX (Calcium,combinations w/ vitD/other drugs); property API empty, no L5 exists"
1000686,S01AB04,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1046654,S01GA51,KEEP_CURRENT,MED,S01GA51 (naphazoline+lubricant combo) already present in CF; ATCPROD monotherapy candidate S01GA01 correctly superseded per combo-preference rule
261380,D04AB04,OTHER,HIGH,Topical Gel: benzocaine topical D04AB04 only; drop rectal C05AD03
2123151,G03AD01,OTHER,HIGH,"levonorgestrel 1.5mg single-dose tablet (BionaFem) is unambiguously an emergency-contraceptive dose; G03AD01 (WHO's dedicated emergency-contraceptive levonorgestrel code) only, not the regular-contraception G03AC03"
1150969,D08AE04,OTHER,HIGH,"Medicated Liquid Soap: D08AE04 (triclosan topical antiseptic) only; D09AA06 is triclosan's MEDICATED-DRESSING-specific code (confirmed via classMembers: D09AA class = 'Medicated dressings with antiinfectives'), wrong for a liquid soap"
1232397,J01CE08|J01CE09,OTHER,HIGH,"benzathine+procaine combo: J01CE08 (benzathine)+J01CE09 (procaine); drop J01CE01 (plain, no plain salt present)"
541953,J01AA02,OTHER,HIGH,"Systemic oral doxycycline: J01AA02 only; A01AB22 is doxycycline's LOCAL dental-pocket-gel code (Atridox-type), wrong for a swallowed systemic product"
1657749,L01FF02,KEEP_CURRENT,HIGH,"Pembrolizumab: WHO ATC/DDD index confirms L01FF02 (current WHO classification, supersedes older L01XC18)"
1012963,R01BA03|R06AA08,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
312481,C02LE01,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
198710,A11HA07|C04AC03,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
801925,V07AB,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
804374,S01XA20,OTHER,HIGH,"Ophthalmic lubricant (CMC+glycerin artificial tears): matches confirmed S01XA20 pattern used elsewhere in this dataset for ophthalmic lubricants; glycerin's laxative codes A06AG04/A06AX01 are cross-contamination, wrong context entirely"
808085,B03AE10,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1099896,M02AC,KEEP_CURRENT,HIGH,COVERED; capsaicin+menthol+methyl salicylate 3-way counterirritant combo maps to M02AC terminal WHO combo class
1235150,C09DA09,KEEP_CURRENT,HIGH,azilsartan medoxomil+chlorthalidone (Edarbyclor): confirmed real WHO combo code via live RxNav lookup
211337,N02BA01|N06BC01,OTHER,HIGH,"aspirin+butalbital+caffeine (Fiorinal-shape): aspirin analgesic use->N02BA01, caffeine->N06BC01 (confirmed WHO code for caffeine); butalbital has no WHO ATC code; drop dental A01AD05 and antiplatelet B01AC06 (wrong use context)"
213622,S01AA18|S01AA32,OTHER,MED,bacitracin+polymyxin B Ophthalmic Ointment: per-ingredient ophthalmic codes (confirmed via classMembers S01AA); drop otic S03AA03 wrong-route
403941,R01BA03|R05CA03|R06AC01,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
543460,D02AX,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
858320,D02AA,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1012084,S01AB04|S01BA04,OTHER,MED,"prednisolone+sulfacetamide Ophthalmic Suspension, no mydriatic present: sulfacetamide->S01AB04, prednisolone->S01BA04; drop S01CB02 (requires mydriatic, absent) and otic S03BA02"
242960,A06AX01,OTHER,HIGH,"Oral Solution laxative use of glycerin: A06AX01 only; drop A06AG04 (enema/rectal route, wrong for oral)"
248332,D02AX,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1663455,M02AB01,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
211804,A01AA01|A12CD01,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
544550,G04BC,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1053258,R01BA53,KEEP_CURRENT,MED,"R01BA53 (phenylephrine, combinations) already present in CF, COVERED; PROD's monotherapy candidate R01BA03 correctly superseded per combo-preference rule (exact suffix not independently confirmed via RxClass classMembers, hence MED not HIGH)"
251400,D11AF,USE_ATCPROD,HIGH,ATCPROD confirms D11AF (Wart and anti-corn preparations)
1663733,D02AB,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1789470,D01AE12,KEEP_CURRENT,MED,"D01AE12 confirmed real WHO L5 (salicylic acid) via RxClass classMembers(D01AE); PROD's added N02BA04 is systemic-salicylate cross-contamination, correctly absent from CF"
1795473,B05BB02,OTHER,HIGH,"500mL glucose/NaCl Injection (D5NS-type IV fluid): B05BB02 (electrolytes+carbohydrates combo, already in CF) alone; matches established single-code pattern confirmed at COVERED rxcui 1795147/800644; drop redundant A12CA01/B05CB01/B05XA03 component-duplicate codes"
1809845,D07AA02,OTHER,HIGH,"single-ingredient hydrocortisone acetate Topical Cream: D07AA02 only; D07XA01 is the steroid+antiseptic COMBO class, wrong for a mono product"
1236459,N02BE01|R01BA02|R06AA09,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1245466,R06AA02,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1251345,R06AA02,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1291375,R02AA06,USE_ATCPROD,HIGH,ATCPROD/COVERED confirms R02AA06 (mouthwash antiseptic) for cetylpyridinium chloride
1293320,A03BA01|A03BA03|G04BX12|J01XX05|V03AB17|V04CG05,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1301694,D07AC21|G01AD01,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1314479,D01AE12,KEEP_CURRENT,MED,"D01AE12 confirmed real WHO L5 (salicylic acid) via RxClass classMembers(D01AE); PROD's added N02BA04 is systemic-salicylate cross-contamination, correctly absent from CF"
1425114,L01EE01,KEEP_CURRENT,HIGH,Trametinib: WHO ATC/DDD index confirms L01EE01
1483624,A03BA03|G04BX12|J01XX05|V03AB17|V04CG05,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
1484770,D01AC08|D08AC02,OTHER,HIGH,chlorhexidine+ketoconazole Medicated Shampoo: ketoconazole topical D01AC08 + chlorhexidine topical D08AC02; drop mucosal/dressing D09AA12 (redundant wrong-route duplicate of chlorhexidine's own code)
1488624,A02AH,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1536993,R01BA53,KEEP_CURRENT,MED,"R01BA53 (phenylephrine, combinations) already present in CF, COVERED; PROD's monotherapy candidate R01BA03 correctly superseded per combo-preference rule (exact suffix not independently confirmed via RxClass classMembers, hence MED not HIGH)"
1551493,D06AX07|D07AC01,KEEP_CURRENT,HIGH,betamethasone+gentamicin Topical Spray: CF already clean (gentamicin topical + betamethasone potent-topical); PROD's systemic/ophthalmic/otic additions are wrong route
1600611,D04AB01|M02AC,OTHER,MED,"capsaicin+lidocaine+menthol+methyl salicylate topical balm: D04AB01 (lidocaine, topical anesthetic) + M02AC (3 counterirritants combo); drop C01BB01 (antiarrhythmic-route lidocaine pollution) and C05AD01 (rectal lidocaine pollution)"
1795147,B05BB01,KEEP_CURRENT,HIGH,ATCPROD-derived L4 prefix confirms current_final's family; production reflects pre-fix pipeline
1235731,A02AC01|A12AA04,KEEP_CURRENT,MED,No stronger contrary evidence found (MISS coverage); current_final already reflects prior audit-phase correction and no pollution pattern identified
