rxcui,final_codes,fix_action,confidence,evidence
237870,A02AD01,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
1000563,D10AB02|D10AF06,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
1005861,D10AB02|D10AF06,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
1014431,B05BA01,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
1043690,D07AA02,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
1044248,A12CA01|B05CB01|B05XA03,KEEP_CURRENT,MED,Menthol/sodium chloride topical/throat spray; no WHO code fits a topical saline spray well; no clearly better alternative found
1045348,C05AD03|D04AB04|N01BA05|R02AD01,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
1046879,A03BA01|A03BA03|A16AX11|G04BX12|J01XX05|V03AB17|V04CG05,KEEP_CURRENT,MED,"Atropine/benzoic acid/hyoscyamine/methenamine/methylene blue/phenyl salicylate (urinary antiseptic, Cystex-type); methylene blue has no dedicated urinary-antiseptic WHO code, current per-ingredient set is the best available"
242979,R06AC04,KEEP_CURRENT,HIGH,Tripelennamine oral solution; systemic antihistamine code R06AC04 is route-correct; production's added D04AA04 (topical) is wrong route
1191359,D07CC02,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
1658254,B05XA05|A12CC02,OTHER,MED,500mL magnesium sulfate injection; dropped oral-laxative code A06AD04 and bile-duct diagnostic test code V04CC02
809602,A16AX,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
312616,A07EA03|H02AB07,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
346887,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,KEEP_CURRENT,MED,Atropine/hyoscyamine/phenobarbital/scopolamine (Donnatal-type); no dedicated WHO combo L5; current_final already lists correct per-ingredient codes for every active
804614,A11JB,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
808611,A11JA,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
308400,A11GA01|B03AA07,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
209686,S01AX07,KEEP_CURRENT,HIGH,"Boric acid ophthalmic solution; S01AX07 (sodium borate, the WHO code for borate-based ophthalmic antiseptics) is correct; production's S02AA03 is the wrong (otic) route"
211294,N02BA51,OTHER,HIGH,"Aspirin+caffeine combo, no psycholeptic; WHO dedicated combo code N02BA51 (ASA combinations excl. psycholeptics) replaces monotherapy-code fragmentation"
211313,N02BA71,OTHER,HIGH,Aspirin+butalbital(barbiturate=psycholeptic)+caffeine; WHO dedicated code N02BA71 (ASA combinations w/ psycholeptics)
205618,A01AB22|J01AA02,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
210455,N02AD01|N02BA01,OTHER,MED,"Aspirin+pentazocine (opioid, not a WHO 'psycholeptic'); no dedicated combo L5; minimal per-ingredient set, dropped A01AD05/B01AC06 monotherapy leaks"
2121441,D08AX01|D11AX25,KEEP_CURRENT,MED,No ATCPROD coverage; current_final already reflects route/ingredient-aware correction and no further WHO-verifiable issue identified
1098703,A11JA,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
1091725,S01KA01,KEEP_CURRENT,HIGH,current_final matches NLM ATCPROD product-level mapping
