rxcui,final_codes,fix_action,confidence,evidence
2045344,D04AB01,OTHER,HIGH,Lidocaine topical cream/gel/solution: D04AB01 is lidocaine's topical-skin code; C05AD01 is lidocaine's anorectal code (WHO C05AD01=lidocaine for anal fissure) and is wrong-route pollution on a skin product.
207017,N02AD01|V03AB15,OTHER,MED,"Talwin NX (pentazocine+naloxone abuse-deterrent): pentazocine=N02AD01 (confirmed live RxClass). Naloxone carries dual WHO codes (A06AH04 for OIC, V03AB15 antidote, both confirmed via property API); A06AH04 is specific to opioid-induced-constipation antagonists (naloxegol-class), which doesn't fit naloxone's abuse-deterrent role here, so kept the default antidote identity V03AB15 and dropped A06AH04."
318217,J01EB03|J01EC02|J01ED07,KEEP_CURRENT,HIGH,"Triple sulfa (sulfadiazine+sulfamerazine+sulfamethazine): live RxClass classMembers confirms sulfadiazine=J01EC02, sulfamerazine=J01ED07, sulfamethazine(sulfadimidine)=J01EB03 exactly; no dedicated tri-sulfa combo L5 exists in RxClass ATC source."
896789,B03BA01|B03BB01,OTHER,HIGH,"Folic acid+intrinsic factor+B12: property API confirms folic acid=B03BB01, vitamin B12=B03BA01; intrinsic factor has no WHO ATC code. A11JC is an imprecise generic combo bucket."
1999890,D06AX04,KEEP_CURRENT,HIGH,WHO D06AX guideline text: 'Combined preparations which contain neomycin and other antibiotics (e.g. bacitracin) are classified in D06AX04 - neomycin' -- takes priority over the bacitracin-specific D06AX05 rule when neomycin is present. current_final already correct despite atcprod_candidate suggesting D06AX05.
200350,A02AA01|A02AC01,OTHER,MED,"Calcium carbonate+magnesium carbonate antacid oral tablet: kept both confirmed antacid-context codes (A02AA01 magnesium carbonate, A02AC01 calcium carbonate antacid); dropped A12AA04 (supplement-context, wrong for a labeled antacid) and A06AD01 (laxative-context), matching established precedent for this Rolaids-shape combo."
205973,S01AA30,OTHER,HIGH,"Multi-antibiotic ophthalmic solution/ointment (no steroid): WHO explicit text confirms S01AA30 = 'combinations of different antibiotics' (eye-only route, S01). This dedicated combo bucket replaces the fragmented per-ingredient S01AA/S03AA codes; S03 codes are wrong-route (combined eye/ear) for an eye-only product."
996958,N02AJ09,OTHER,MED,"Acetaminophen+aspirin+codeine oral capsule: WHO N02AJ06 (codeine+paracetamol) and N02AJ07 (codeine+ASA) each cover only one of the two non-opioid analgesics; per WHO's own catch-all note, N02AJ09 ('codeine and other non-opioid analgesics') is the best-fit dedicated code when codeine is paired with more than one non-opioid analgesic. Replaces the fragmented 5-code monotherapy list."
313037,A01AA01|A12CD01,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
315077,G03CB02|G03CC05|L02AA01,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
750264,G03AA05,KEEP_CURRENT,HIGH,"Necon 7/7/7 (norethindrone+ethinyl estradiol triphasic pack): WHO G03AA05='norethisterone and ethinylestradiol', confirmed via official ATC/DDD index; already correct."
895464,A01AA01|A12CD01,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
904495,M05BB03,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
978077,G01AC30|G01AD02,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
902614,D08AE04,OTHER,HIGH,Triclosan medicated shampoo: D08AE04=triclosan (topical antiseptic). D09AA06 is WHO's separate 'medicated dressings' dosage-form class and doesn't apply to a shampoo.
93370,G01AF02,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
309694,D07CB04,OTHER,HIGH,"Dexamethasone+neomycin topical cream (skin, not ophthalmic): dexamethasone is moderately-potent (group II); WHO D07CB04='dexamethasone and antibiotics' is the antibiotic-specific combo code, more precise than the generic D07XB05 'other combinations' bucket in current_final."
312632,C05AD05|N01BA02,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
205104,D11AC,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
827485,P03AX06,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
998516,D01AC02,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
793871,C01DA08|C05AE02,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
860926,C05AD03,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
881156,A03BB03|R01BA03|R06AB04,KEEP_CURRENT,MED,"Oral cold/cough ingredient combination: no dedicated WHO combo L5 exists for this specific ingredient set; current_final's codes are internally route-consistent (systemic/oral decongestant R01BA0x correctly retained per project rule, matching multi-batch precedent for this drug-shape family)."
978282,D02AA,KEEP_CURRENT,MED,Plain dimethicone topical cream/lotion: dimethicone's only WHO ATC code (A16AX05) is for oral antiflatulent use and doesn't fit a topical emollient; D02AA (generic emollients/protectives) is the faithful fallback given no ingredient-specific topical L5 exists.
312263,J01CE08|J01CE09,KEEP_CURRENT,MED,Penicillin G 400000 UNT oral tablet: current_final's benzathine+procaine salt codes match production; no stronger contrary signal found.
201152,C01EB16|G02CC01|M01AE01|R02AX02,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
313908,D07BA04,OTHER,HIGH,"Clioquinol/iodoquinol + hydrocortisone topical cream/gel: clioquinol/iodoquinol are antiseptics (8-hydroxyquinoline class, not antibiotics), so per WHO's D07B/D07C split this is 'corticosteroid, weak + antiseptics' -> D07BA04 (hydrocortisone and antiseptics), confirmed via WHO ATC/DDD index page. Replaces fragmented monotherapy/route-polluted code lists or the wrong D08AH/G01AC bucket."
315209,J01GB01,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
806527,H02AB09,OTHER,HIGH,"Hydrocortone (hydrocortisone injectable suspension, single ingredient, systemic use): correct code is H02AB09 (systemic corticosteroid) only; A01AC03/A07EA02/C05AA01 are oral-dental/rectal-route pollution for what is actually an injectable."
1996965,R02AD01,OTHER,HIGH,"Gingicaine (benzocaine mucous-membrane topical solution, dental/oral use): benzocaine's oral-mucosal code is R02AD01; C05AD03 (anorectal) and D04AB04 (skin) are wrong-route for an oral-mucosal product."
1998639,M02AB01,KEEP_CURRENT,HIGH,"Capsaicin-containing topical rub (OTC muscle/joint pain cream, not a Qutenza-shape prescription patch): M02AB01 confirmed via property API as capsaicin's topical-rubefacient code; already correct."
204590,S01AX07|S02AA03,KEEP_CURRENT,MED,current_final's codes are internally route-consistent and show no clear cross-route pollution or missing dedicated combo code; no stronger correction signal found this session.
2055751,D06AX04,KEEP_CURRENT,HIGH,WHO D06AX guideline text: 'Combined preparations which contain neomycin and other antibiotics (e.g. bacitracin) are classified in D06AX04 - neomycin' -- takes priority over the bacitracin-specific D06AX05 rule when neomycin is present. current_final already correct despite atcprod_candidate suggesting D06AX05.
206793,J01MA07,KEEP_CURRENT,HIGH,"Maxaquin (lomefloxacin oral tablet, systemic antibiotic): already correctly narrowed; production's ophthalmic codes are wrong-route."
359277,R01BA03|R06AB01,KEEP_CURRENT,MED,"Oral cold/cough ingredient combination: no dedicated WHO combo L5 exists for this specific ingredient set; current_final's codes are internally route-consistent (systemic/oral decongestant R01BA0x correctly retained per project rule, matching multi-batch precedent for this drug-shape family)."
806396,S01KX,KEEP_CURRENT,MED,BSS balanced salt ophthalmic irrigation solution: S01KX (ophthalmic surgical-aid class) already correctly narrowed to the ophthalmic route; no stronger L5 signal found.
806727,R01AX,KEEP_CURRENT,MED,"Plain saline nasal/inhalation solution: R01AX ('other nasal preparations') is the correct route-appropriate L4 bucket; WHO doesn't DDD-code plain saline, so no L5 exists."
853618,D02AB|D10AB02,OTHER,MED,Sulfur+zinc oxide+zinc sulfate medicated bar soap: added zinc's confirmed D02AB code alongside sulfur's confirmed D10AB02; current_final was missing the zinc component entirely.
857001,N02AJ22,KEEP_CURRENT,HIGH,Norco (acetaminophen+hydrocodone oral tablet): WHO-confirmed exact match; already correct.
857597,R01BA03|R05DA03|R06AB01,KEEP_CURRENT,MED,"Oral cold/cough ingredient combination: no dedicated WHO combo L5 exists for this specific ingredient set; current_final's codes are internally route-consistent (systemic/oral decongestant R01BA0x correctly retained per project rule, matching multi-batch precedent for this drug-shape family)."
209303,S01AA32,KEEP_CURRENT,HIGH,Bacitracin ophthalmic ointment: S01AA32=bacitracin per confirmed live RxClass S01AA classMembers.
2107814,R06AA02,KEEP_CURRENT,HIGH,Diphenhydramine oral chewable tablet: already correctly narrowed to the systemic/oral antihistamine code.
213525,S02CA03,OTHER,HIGH,"Acetasol HC (acetic acid+hydrocortisone otic solution): hydrocortisone+antiinfective combo for the ear must use S02CA03 (hydrocortisone and antiinfectives) per WHO's explicit S02BA note, not the plain-corticosteroid S02BA01 code."
2179641,S01XA20,KEEP_CURRENT,HIGH,Glycerin ophthalmic gel: already correctly narrowed to the ophthalmic-lubricant route code; production's oral-laxative code is wrong-route.
1091511,D04AB01,OTHER,HIGH,Lidocaine topical cream/gel/solution: D04AB01 is lidocaine's topical-skin code; C05AD01 is lidocaine's anorectal code (WHO C05AD01=lidocaine for anal fissure) and is wrong-route pollution on a skin product.
