rxcui,final_codes,fix_action,confidence,evidence
836374,R03BB01,KEEP_CURRENT,HIGH,R03BB01=ipratropium (anticholinergic inhalant); production R01AX03 is wrong route (nasal)
213540,D07AC01,OTHER,HIGH,"Strip anorectal C05AA05 (wrong route) and D07XC01 (WHO D07X=combos w/ coal tar/salicylic acid only, not plain monotherapy); keep potent dermatological D07AC01=betamethasone"
2166129,R01BA53,KEEP_CURRENT,HIGH,"R01BA53='phenylephrine, combinations' is WHO's dedicated combo code for antihistamine+phenylephrine oral products; overrides ATCPROD monotherapy R01BA03"
310311,B03AA02|B03BB01,KEEP_CURRENT,HIGH,No dedicated WHO combo L5 for iron+folic-acid-only (B03AE needs B12 too); minimal per-ingredient set correct
205075,A02AC01|A12AA04,KEEP_CURRENT,MED,Generic unbranded calcium carbonate chewable is genuinely dual-use (antacid A02AC01 / supplement A12AA04); no brand signal to disambiguate
857748,R01BA03|R05DA03|R06AB04,KEEP_CURRENT,HIGH,"3-ingredient cough/cold combo, no dedicated triple combo L5; minimal per-ingredient set correct (phenylephrine oral R01BA03, hydrocodone antitussive R05DA03, chlorpheniramine R06AB04)"
209769,D06AX04|D06AX05,OTHER,HIGH,"Topical (skin) triple-antibiotic ointment mislabeled with ophthalmic/otic codes (S02AA/S03AA); WHO topical antibiotic class D06AX has bacitracin=D06AX05, neomycin=D06AX04; polymyxin B has no distinct topical(skin) WHO code"
1101425,S01GA02,KEEP_CURRENT,HIGH,"S01GA02=tetryzoline(tetrahydrozoline), ophthalmic; correct"
1145624,S02BA06|S03BA01,KEEP_CURRENT,HIGH,"S02BA06=dexamethasone otic; S03BA01=dexamethasone in WHO's combined ophthalmic+otic corticosteroid class - legitimately co-applies, not cross-route pollution"
1005860,D10AB02|D10AF06,KEEP_CURRENT,HIGH,"D10AB02=sulfur, D10AF06=sulfacetamide, both topical acne route-correct"
1006707,S01AB04,KEEP_CURRENT,HIGH,S01AB04=sulfacetamide ophthalmic antiinfective; correct
1012943,R01BA03|R05DA03|R06AA08,KEEP_CURRENT,HIGH,"3-ingredient cough/cold combo, minimal per-ingredient set (phenylephrine R01BA03, hydrocodone R05DA03, carbinoxamine R06AA08)"
1053855,D08AE04,OTHER,HIGH,"D08AE04=triclosan topical antiseptic (route-correct for liquid soap); strip D09AA06 which is WHO's medicated-DRESSING class, wrong product type"
1085700,H02AB08,OTHER,HIGH,"Oral systemic triamcinolone tablet: correct code is H02AB08 (systemic corticosteroid); strip A01AC01 (dental paste route), C05AA12 (anorectal route), R03BA06/R01AD11 (inhaled/nasal route) - all wrong route for a plain oral tablet"
